ID	locution1	locution2	proposition1	proposition2	label
QT30_303	if you're a very poor woman with children, living alone, with no resources, and no knowledge of how to argue these things and where to find help	There are always ways of getting around that kind of thing	if you're a very poor woman with children, living alone, with no resources, and no knowledge of how to argue these things and where to find help	there are always ways of getting around that kind of thing	1.0
QT30_010	that is one of the areas where I think we have seen Boris Johnson actually, you know, fail	in terms of how viable this contact tracing operation is going to be, an awful lot of that does depend on Government communication	Government communication is one of the areas where Alex Massie thinks we have seen Boris Johnson actually, you know, fail	in terms of how viable this contact tracing operation is going to be, an awful lot of that does depend on Government communication	0.0
QT30_147	so many people have sacrificed and we don't want to risk what we've gained in terms of driving the level of the virus right down	we all want to get back to the position where we can have all the liberties back, the freedoms that we lost	so many people have sacrificed and we don't want to risk what we've gained in terms of driving the level of the virus right down	we all want to get back to the position where we can have all the liberties back, the freedoms that we lost	1.0
QT50_317	let's see the action on it	To give the Government credit, in this announcement on Friday, they said they would make house building easier	let's see the action on it	to give the Government credit, in this announcement on Friday, they said they would make house building easier	0.0
QT30_433	the way that they're doing it just really making people's days really bad and horrible	they're right in that	the way that they're doing it just really making people's days really bad and horrible	they're right in the principle	0.0
QT50_586	I find it incredibly disappointing as a lifelong Conservative voter to hear Jacob saying all this stuff.	that means, deregulating	audience member 20230112QT23 finds it incredibly disappointing as a lifelong Conservative voter to hear Jacob saying deregulation is best for the consumer	putting the consumers needs first means, deregulating	1.0
QT50_658	they're granting North Sea oil	At the same time, they're saying they're doing such a wonderful job	the Government are granting North Sea oil	At the same time, the Government are saying they're doing such a wonderful job	1.0
QT50_656	they're granting airport expansions	At the same time, they're saying they're doing such a wonderful job	the Government are granting airport expansions	At the same time, the Government are saying they're doing such a wonderful job	1.0
QT30_410	I don't know why they don't give it	that's the only reason why they don't give it	Tim Stanley doesn't know why they number 10 doesn't answer the question	the only reason why number 10 doesn't answer the question is because the answer is embarassing	1.0
QT30_398	but it is a wider question	I know it is about Prince Andrew	but it is a wider question	AudienceMember 20211014QT42 knows the question is about Prince Andrew	0.0
QT50_039	Not only does that treat people like children	There are some people that think these questions shouldn't be aired	not wanting to air the questions on people's decision not to get the vaccination treats people like children	there are some people that think these questions on people's decision to not get the vaccination shouldn't be aired	1.0
QT50_631	there's nothing substantial in the basis of that kind of proclamation	"The Conservatives have, in someone like Liz Truss, made the sounds that you might find acceptable in terms of using the word ""growth"""	there's nothing substantial in the basis of the proclamation of growth	"the Conservatives have, in someone like Liz Truss, made the sounds that you might find acceptable in terms of using the word ""growth"""	1.0
QT30_135	That would be the wrong thing to do	We could say we'll send hospitality back first, but we won't send schools back	saying that we'll send hospitality back first, but we won't send schools back would be the wrong thing to do	we could say we'll send hospitality back first, but we won't send schools back	0.0
QT50_012	is it is only 11.5 million so far	The government said they were going to get 30 million vaccines sent abroad	so far the government have only sent million vaccines abroad	the government said they were going to get 30 million vaccines sent abroad	1.0
QT30_312	While the packages are better than nothing, they’re not enough	all the packages from the chancellor are fine	while the packages from the chancellor are better than nothing, they’re not enough	all the packages from the chancellor are fine	1.0
QT50_001	there are different things	we are right to be cautious and anxious	there are different things	we are right to be cautious and anxious	0.0
QT50_315	He didn't say anything at all during the interview, Keir Starmer	Laura Kuenssberg interviewed Keir Starmer regarding energy bills	Keir Starmer didn't say anything at all during the interview	Laura Kuenssberg interviewed Keir Starmer regarding energy bills	0.0
QT50_491	Record means nothing, significant means nothing	you sit there with records, significant funds	record means nothing, significant means nothing	the current government sits there with records, significant funds	1.0
QT30_158	rather than one distracted by another independence referendum	we need a parliament that is focused only on our recovery, only on rebuilding after the last 12 months that we've all been through	rather than a parliament distracted by another independence referendum	we need a parliament that is focused only on our recovery, only on rebuilding after the last 12 months that we've all been through	1.0
QT30_506	The vast majority of them have not got Covid	250,000 children missed school last week because of Covid-related stuff	the vast majority of the 250,000 isolating children have not got Covid-19	250,000 children missed school last week because of Covid-19 related stuff	0.0
US2016_046	your—your president thinks	not global warming	OBAMA thinks the single greatest problem the world has is global warming	the single greatest problem the world has is nuclear armament and nuclear weapons	1.0
QT50_578	you can't biologically change sex	You can live your life how you like	you can't biologically change sex	you can live your life how you like	0.0
QT30_344	that choice is taken away from me	I want to drive to be green	that choice is taken away from AudienceMember 20211111QT18	AudienceMember 20211111QT18 wants to drive to be green	0.0
QT50_058	I agree with some of the points	Just disappointed	AudienceMember 20220224QT02 agrees with some of the points made	AudienceMember 20220224QT02 feels just disappointed about the responses heard to the Covid situation.	1.0
QT50_529	we all assumed was a barrier across which people couldn't and wouldn’t come	The sea, which we all assumed was a barrier across which people couldn't and wouldn’t come, has now become, basically a highway	we all assumed the sea was a barrier across which people couldn't and wouldn’t cross	the sea has now become, basically, a highway	0.0
QT50_275	through elections, through the things we have been discussing, democracy takes its course and you go through periods of time where maybe you change leaders more frequently than you would like	It is clearly, not ideal to change Prime Minister frequently	through elections, through the things we have been discussing, democracy takes its course and you go through periods of time where maybe you change leaders more frequently than you would like	it is clearly, not ideal to change Prime Minister frequently	1.0
QT50_337	There are a number of people who have got fixed rates	We're seeing the markets and that's what the mortgages are reacting to	there are a number of people who have got fixed rates	we're seeing the markets and that's what the mortgages are reacting to	0.0
QT30_309	At that point, I was like hold on a second, again, we are being mocked in Parliament	up until then, you know the Prime Minister had a really good kind of you know, what he said made sense	at the point of the question, I was like hold on a second, again, we are being mocked in Parliament	up until the question, you know the Prime Minister had a really good kind of you know, what he said made sense	0.0
QT30_096	but there’s a long way to go	Hope and help is here	there is a long way to go	hope and help is here	0.0
QT50_602	our security teams were all there	I then became very conscious that the MPs carried on not coming in	MPs security teams were all there	Jacob Rees-Mogg then became very conscious that the MPs carried on not coming in	1.0
QT50_310	than having a horrible recession	prevent people going bankrupt	we should not have a horrible recession	we should prevent people going bankrupt	0.0
QT30_493	it is something that is becoming a bit of a dog's dinner	Northern Ireland wasn't my biggest concern when I voted to leave the EU	Northern Ireland is something that is becoming a bit of a dog's dinner	Northern Ireland wasn't AudienceMember20210805QT03's biggest concern when he voted to leave the EU	0.0
QT30_451	we have fewer GPs now than we had in 2015	The Conservative government has been talking…has had at least two go's at recruiting more GPs	we have fewer GPs now than we had in 2015	the Conservative government has had at least two go's at recruiting more GPs	1.0
QT30_156	it's quite divisive	you isolate them as a special group	isolating nurses as a special group is quite divisive	you isolate nurses as a special group	0.0
QT50_225	Something crucial changed	we didn't want it to go ahead in that way	something crucial changed	we didn't want it to go ahead in that way	0.0
QT30_503	some of them will	many of those people who get the virus today, tomorrow, next week even if they don't end up in hospital	some of many of those people who get the virus will end up in hospital	many of those people who get the virus today, tomorrow, next week even if they don't end up in hospital	0.0
US2016_060	I want to tell you what I've done	tonight we hear about what people want to do	KASICH wants to tell the audience what he's done	tonight we hear about what people want to do	1.0
QT30_570	I think fans absolutely should do	I think that was absolutely right	Robert Jenwick thinks fans absolutely should have more power	Robert Jenwick thinks that the government acting swiftly to the football pitch invasions was absolutely right	1.0
QT30_481	which I dispute	If they were right	Thangam Debbonaire disputes that the government were right	the government were right	1.0
QT30_420	I'm really concerned that they seem to be making the licences easier to get	I understand that the government need to recruit more HGV drivers	AudienceMember 20210930QT13 is really concerned that the government seem to be making HGV licences easier to get	AudienceMember 20210930QT13 understands that the government need to recruit more HGV drivers	1.0
QT30_447	then actually GPs just carried on doing it remotely anyway	NHS England changed their guidance in May	despite the change in guidance GPs just carried on doing it remotely anyway	NHS England changed their guidance in May	1.0
QT50_369	you have to think about your livelihood	I would be for independence	you have to think about your livelihood	AudienceMember 20221027QT22 is for independence	0.0
QT50_347	But we had to help	I understand that	but we had to help	Douglas Ross understands that bill levels will go up to unaffordable for many	0.0
QT50_027	We don't know that yet	Hopefully, this is a shock to the system for a relatively short period before the gas prices come down to something that's more normal	we don't know that the prices will become more normal yet	hopefully, this is a shock to the system for a relatively short period before the gas prices come down to something that's more normal	1.0
QT30_308	They're not working with tools in factories any more	It is the idea that the workers are going to put down the tools in the factory	workers are not working with tools in factories any more	it is the idea that the workers are going to put down the tools in the factory	1.0
QT30_549	in a sense you are the obvious person	I’m not trying to pigeon-hole you here	in a sense Rosie Jones is the obvious person to ask if we are now treating people with more respect and equality	Fiona Bruce is not trying to pigeon-hole Rosie Jones here	1.0
QT50_302	suddenly you say we can't help anymore	it was one of the best in the world	suddenly you say we can't help anymore	the Government reaction was one of the best in the world	1.0
QT50_527	if they’ve got to safe country first, they don't need to come from France to the UK	if you've got to a safe country, we would let people in who have a genuine fear of persecution, if they can get here	if Iranians got to a safe country first, they don't need to come from France to the UK	if you've got to a safe country, we would let people in who have a genuine fear of persecution, if they can get here	1.0
QT50_111	the city centre is well fortified	they were shelled on the outside of Kyiv	the city centre of Kyiv is well fortified	they were shelled on the outside of Kyiv	0.0
QT50_065	we need to be assured a process has been undergone before we get to the stage of being able to have information about that	It may be a price worth paying	we need to be assured a process has been undergone before we get to the stage of being able to have information about that	the lack of data protection may be a price worth paying	1.0
QT50_053	it is difficult to talk about celebration when we are talking about it in the context of Margaret's questions of 30,000 deaths	This is due to the hard effort of 1 million front line staff that we have managed to avoid an overwhelming situation	it is difficult to talk about celebration when we are talking about it in the context of Margaret's questions of 30,000 deaths	this is due to the hard effort of 1 million front line staff that we have managed to avoid an overwhelming situation	0.0
QT50_435	instead it’s fewer	they actually need more people to look after them	there's fewer people in healthcare than needed	sicker people actually need more people to look after them	0.0
QT30_178	I don't hear you talking about people	I'm struck by the various areas that you say for investment	Shelly Unknown doesn't hear Douglas Ross talking about people	Shelly Unknown is struck by the various areas that Douglas Ross says for investment	0.0
QT30_287	that doesn’t mean it is going to be the only vaccine	it is the first evidence that it is a vaccine vaccine-preventible disease	the existence of the Pfizer vaccine doesn’t mean it is going to be the only Coronavirus vaccine	the Pfizer vacine is the first evidence that Coronavirus is a vaccine preventible disease	0.0
US2016_017	I would n't do that	I 've been very nice to you , although I could probably maybe not be	TRUMP wouldn't do that	TRUMP has been very nice to KELLY , although TRUMP could probably maybe not be	0.0
QT50_531	we have a problem with people coming across the Channel	I don't have a problem with people coming	we have a problem with people coming across the Channel	AudienceMember20230112QT14 doesn't have a problem with people coming	1.0
QT30_294	I have to say that time and time again I’m no longer astonished in terms of the British government to owe who have tried to run roughshod over the Good Friday Agreement	but crucially protects the Good Friday Agreement	Michelle O'Neill is no longer astonished in terms of the British government who have tried to run roughshod over the Good Friday Agreement	the protocol crucially protects the Good Friday Agreement	1.0
QT50_654	Albania is a safe country	not so long ago, I think Albanians were accounting for almost half the arrivals of small boats	Albania is a safe country	not so long ago, I think Albanians were accounting for almost half the arrivals of small boats	1.0
QT30_358	it's not particularly onerous	why on something as basic as wearing masks	wearing a mask is not particularly onerous	the UK Government against something as basic as wearing masks	1.0
QT30_339	People use it all the time	It was always hugely offensive	people use the term all the time	the term was always hugely offensive	0.0
US2016_057	I just happen to believe that people are not stupid	the Alinsky Model, taking advantage of useful idiots	CARSON just happens to believe that people are not stupid	CLINTON takes into account the Alinsky Model, taking advantage of useful idiots	0.0
QT50_370	Labour, the stance on Brexit, they blew it with that	there's not going to be any Tories at all in Scotland after the next election	Labour blew their position with their stance on Brexit	there's not going to be any Tories at all in Scotland after the next election	0.0
QT30_088	that is a big hurdle it still hasn’t gone over	if -- it passes the safety data	safety testing is a big hurdle the Pfizer vaccine still has not gone over	if the Pfizer vaccine passes the safety data	0.0
QT50_408	why did she get the office	it was uppermost in most people’s minds that she was not fit for office	xxx is why Liz Truss got the office	it was uppermost in most people’s minds that Liz Truss was not fit for office	0.0
QT50_298	Bridget has the right point	I'd love to know where the Labour growth recipe comes from	Bridget Phillipson has the right point	Anne McElvoy would love to know where the Labour growth recipe comes from	0.0
QT50_105	But really not that much	So a little bit of it has been helped	it hasn't really helped that much	a little bit of it has been helped	0.0
QT50_175	we don't see this in the rest of Europe	We have so much more homelessness in this country than we did 12 years ago	we don't see this in the rest of Europe	we have so much more homelessness in this country than we did 12 years ago	0.0
QT30_548	Technology is changing very, very quickly	We have done a disservice by saying it takes ten years to make a vaccine	technology is changing very, very quickly	we have done a disservice by saying it takes ten years to make a vaccine	0.0
QT50_619	short of going over and throwing rocks at other countries in the G7 I can't see how we get there	A long time to give any examples of how we’re going to get to the levels of growth that will see us become the fastest growing country in the G7	short of going over and throwing rocks at other countries in the G7 Anita Boateng can't see how we get there	Thangam Debbonaire has had a long time to give any examples of how we’re going to get to the levels of growth that will see us become the fastest growing country in the G7	1.0
QT50_124	is never held accountable	Boris seems to always apologise and always say I'm sorry	Boris Johnston is never held accountable	Boris Johnston seems to always apologise and always say 'I'm sorry'	1.0
QT30_290	it is also the case of tens of thousands of NHS frontline and care staff are also, still, a month after vaccine roll-out began, unvaccinated	I appreciate there are logistical issues	despite the logistical concerns there are tens of thousands of NHS thousands of NHS frontline and care staff are also, still, a month after vaccine roll-out began, unvaccinated	Rachel Clarke appreciates that there are logistical issues with the vaccine process	0.0
QT30_285	Jeremy Corbyn was really demonised	I'm not taking issue with what was just said	Jeremy Corbyn was really demonised	Benjamin Zephaniah is not taking issue with what was just said	0.0
QT50_274	they don't come up with any ideas	the Labour Party are fabulous at criticising	the Labour Party don't come up with any ideas	the Labour Party are fabulous at criticising	0.0
QT50_684	no community can have policing done to it	we would reintroduce the PCSOs, the community police officers	no community can have policing done to it	we would reintroduce the PCSOs, the community police officers	1.0
QT30_430	he's referencing Kermit the frog	Boris Johnson today is talking about a turning point for humanity	he's referencing Kermit the frog	Boris Johnson today is talking about a turning point for humanity	0.0
QT30_266	we can't walk away from this	I want to applaud them for what they do day in, day out	we can't walk away from police corruption	Ian Blackford wants to applaud them for what they do day in, day out	0.0
QT30_327	there are big questions about how the deforestation agreement will be enforced	in that world with, yes, the small steps forward are welcome	there are big questions about how the deforestation agreement will be enforced	in that world with, yes, the small steps forward are welcome	0.0
QT30_348	the emerging markets are asking for an annual review	we agreed on a review of that now every two years	the emerging markets are asking for an annual review	we agreed on a review of the commitments now every two years	1.0
QT50_101	we are going to need gas for a while as that transition happens	We need as much as possible from the renewables	we are going to need gas for a while as that transition happens	we need as much as possible from the renewables	0.0
QT30_059	it’s the people that get it wrong	The government have done a lot to try and make sure that we have racial equality	it’s the people that get racial equality wrong	the government has done a lot to try and make sure that we have racial equality	0.0
QT30_394	Prince Andrew denies it	of sexually assaulting her three times in the States when she was underage there, which was 17	Prince Andrew denies the accusation	Virginia Giuffre's accusation to Prince Andrew was of sexually assaulting her three times in the States when she was underage there, which was 17	1.0
QT50_680	That's not what's happening	which sounds as if there's some sort of inevitable mechanism, an invisible hand that's driving inflation	an invisible hand driving inflation is not what's happening	cost of living crisis sounds as if there's some sort of inevitable mechanism, an invisible hand that's driving inflation	1.0
QT50_203	actually, I don't care what you call it	whilst you can call it a windfall tax	actually, Robert Buckland doesn't care what you call it	you can call it a windfall tax	1.0
US2016_038	In the last couple of weeks , you acknowledged what most Americans have accepted for years	for five years , you perpetuated a false claim that the nation 's first black president was not a natural-born citizen	In the last couple of weeks , TRUMP acknowledged what most Americans have accepted for years : The president was born in the United States	for five years , TRUMP perpetuated a false claim that the nation 's first black president was not a natural-born citizen	1.0
QT50_520	it isn't really independent	the Government continues to argue that it can't interfere in the so-called independent pay review body	the independent pay review body is not really independent	the UK Government continues to argue that it can't interfere in the so-called independent pay review body	1.0
QT50_152	the heat goes straight out the window	it's all very well being able to heat up your home	the heat goes straight out the window	it's all very well being able to heat up your home	1.0
QT30_333	We're getting to that in 2024/25	In 2014, the International Energy Agency was saying the electric vehicles would be at the same cost as the combustion engine by 2050	we're getting to the electric vehicles being at the same cost as the combustion engine in 2024/25	in 2014, the International Energy Agency was saying the electric vehicles would be at the same cost as the combustion engine by 2050	1.0
QT50_214	we need to get this addressed	we don't get this addressed	we need to get the issue of Northern Ireland Protocol addressed	we don't get the Northern Ireland Protocol addressed	1.0
QT50_323	the 5% has gone right now	the cut for people earning a lot less is not going to happen until April	the 5% cut has gone right now	the cut for people earning a lot less is not going to happen until April	0.0
QT50_209	I don't particularly have a cynical view	You're entitled to have a cynical view of it	Robert Buckland doesn't particularly have a cynical view	AudienceMember 20220609QT228 is entitled to have a cynical view of the government acts	0.0
QT50_129	we will have to learn from this report as well	over the course of the last few years we have invested heavily in midwifery staff	we will have to learn from this report as well	over the course of the last few years we have invested heavily in midwifery staff	0.0
QT50_051	That's why it was not appropriate to lockdown at the point they did	we were roughly 2 to 3 weeks behind countries like Italy and France	it was not appropriate to lockdown at the point Italy and France did	we were roughly 2 to 3 weeks behind countries like Italy and France	1.0
QT50_278	that comes at a price	To the lady's point here about the tax rises, and that's great	the tax cuts come at a price	to the lady's point here about the tax rises, and that's great	0.0
QT30_482	they knew they had to get the licences in January	they are complaining they haven't got their licences	they knew they had to get the licences in January	they are complaining they haven't got their licences	1.0
QT50_444	instead they’re this rotten, rotten government that we have to put up with	If this was happening in a school	instead they’re this rotten, rotten government that we have to put up with	the scandals could happen in a school	0.0
QT30_494	they are deliberately at a different level which is something I found interesting when I started to work in politics as opposed to business	Neither of those things are true	the un-safety and the potential balance of trade issues with regards to sausages and meat are deliberately at a different level which is something I found interesting when I started to work in politics as opposed to business	it's neither true that the sausages and meat are unsafe, or that they will upset the balance of trade	1.0
QT30_328	most of us don't have sufficient insulation	Of course people need to be able to change	most of us don't have sufficient insulation	of course people need to be able to change	0.0
QT30_464	We have to do this to protect thousands upon thousands of people dying every day in India	we are trying to convince ourselves as a nation we have to do this to protect ourselves	the UK have to help India to protect thousands upon thousands of people dying every day in India	we are trying to convince ourselves as a nation that we have to not help India to protect ourselves	1.0
QT30_318	I'm feeling positive about COP, actually	The leaders didn't have support	Tim Stanley is feeling positive about COP26, actually	the leaders didn't have support	0.0
QT50_455	that is not enough	It is right to talk about women being able to get to work	talking about women being able to get to work and not being able to find childcare is not enough	it is right to talk about women being able to get to work	1.0
QT30_083	this is totally different this time	there’s a least of the two evils, if you will	this is totally different this time	there’s a least of the two evils, if you will	0.0
QT30_129	which isn't just how terrible Scotland would do if it went out there as an independent country	you need to come up with a good proposition for the union	a proposition which isn't just how terrible Scotland would do if it went out there as an independent country	you need to come up with a good proposition for the union	0.0
QT50_184	a lot of people will struggle to move on	I understand the intention and the want to move on from this and focus on the issues that really matter	a lot of people will struggle to move on	Louise Haigh understands the intention and the want to move on from this and focus on the issues that really matter	1.0
QT30_486	I happen to think it is the most colossal foreign Policy blunder in the post-war period	In December 2019 people said they wanted to get Brexit done,	Brexit is the most colossal foreign Policy blunder in the post-war period	in December 2019 people said they wanted to get Brexit done	1.0
QT30_171	I think we need as a country	we now hear that the Green Party would like us to be ceasing production in the next ten years	Alan Unknown thinks we need further investment in the oil and gas industry as a country	the subsea sector now hear that the Green Party would like the sector to be ceasing production in the next ten years	1.0
QT50_002	We followed the guidance	My parents both had COVID	we followed the guidance	My parents both had COVID	1.0
QT30_260	it is just not going to go away	We seem to think that just because we're fed up with COVID it has to go away now	Covid19 is just not going to go away	we seem to think that just because we're fed up with COVID it has to go away now	1.0
QT50_601	in general, it's not good for other people	sometimes, people should work from home, or may need to work from home	in general, working from home is not good for some people	sometimes, people should work from home, or may need to work from home	1.0
QT50_253	this question is urgent and it is important	That's what from us me what we have been listening to with our political friends for the last three or 4 minutes	this question is urgent and it is important	lots and lots of politics, no real solutions is what we have been listening to with our political friends for the last three or 4 minutes	0.0
QT50_521	whilst at the same time, it did interfere in that process when it came to the tarin strikes	the Government simultaneously claims, it can't interfere in this so-called independent process	at the same time the UK Government claimed it cannot interfere in an independent process, it did interfere in that process when it came to the train strikes	the UK Government simultaneously claims, it cannot interfere in this so-called independent process	1.0
QT50_106	So I think the bottom line is the Chancellor is not doing as much as he could do	What the Chancellor is doing is bringing that down to 2.2 per cent	the bottom line is the Chancellor is not doing as much as he could do	what the Chancellor is doing is bringing that down to 2.2 per cent	0.0
QT30_332	That's not acceptable, in my opinion, when it gets to these fundamental issues of dignity and respect, equity, compassion, that really are at the roots of making humanity function	They tend to take the safe route or the easy way out or to keep silent	when it gets to these fundamental issues of dignity and respect, equity, compassion, that really are at the roots of making humanity function it is not acceptable to take the safe route or the easy way out or to keep silent	the people that are in positions of power and find it difficult to speak up tend to take the safe route or the easy way out or to keep silent	1.0
QT30_355	they can't actually come to class	they've chosen to study in Scotland	people coming from all over the world have chosen to study in Scotland can't actually come to class	people coming from all over the world have chosen to study in Scotland	0.0
QT30_138	we know there were shortages	it has been very difficult to explain why there were no shortages	we know there were shortages	it has been very difficult to explain why there were no shortages	0.0
QT30_381	It struck me to deliver a speech in that fashion on the very day that Universal Credit was coming to an end for a lot of people	Boris Johnson did what Boris Johnson does	it struck Nick Ferrari for Boris Johnson to deliver a speech in that fashion on the very day that Universal Credit was coming to an end for a lot of people	Boris Johnson did what Boris Johnson does	0.0
QT30_292	There is no support for us	which is good	there is no support for us	it is good that people are staying at home	0.0
QT50_508	Farming is ten per cent of our carbon output yet we feed 65 per cent of the population	we’re under this ludicrous idea that farms are being sold in Wales and Scotland and Ireland and England, and they’re being planted with trees	farming is ten per cent of our carbon output yet we feed 65 per cent of the population	we’re under this ludicrous idea that farms are being sold in Wales and Scotland and Ireland and England, and they’re being planted with trees	0.0
QT50_063	To be a success it is essential that the authorities have access to our personal data	One of the major issues that concerns many viewers that will download the mobile app is our reluctance for the government to access our private data and all the privacy issues of using such data for track, trace and quarantine	to be a success it is essential that the authorities have access to our personal data	one of the major issues that concerns many viewers that will download the mobile app is our reluctance for the government to access our private data and all the privacy issues of using such data for track, trace and quarantine	1.0
QT30_141	we're talking about this in a clinical, policy-driven way about an appalling human event	we all have to remember as we move forward that it is nothing compared to what Sara Everard's family are feeling this morning	we're talking about Sara Everard's murder in a clinical, policy-driven way about an appalling human event	we all have to remember as we move forward that it is nothing compared to what Sara Everard's family are feeling this morning	1.0
